Time,Voltage,Days Elapsed,Sensor Number,Rising Edge,Starting Edge,End Measurement,pH
210.0,0.004734278,141,2,1,0,0,7
210.0,-0.006328225,141,2,1,0,0,7
211.0,-0.003421783,105,1,0,1,0,7
211.0,-0.003421783,107,1,0,1,0,7
211.0,-0.037828803,107,1,0,1,0,7
211.0,-0.017391086,107,2,0,1,0,7
211.0,-0.003421783,114,1,0,1,0,7
211.0,-0.037828803,114,1,0,1,0,7
211.0,-0.017391086,114,2,0,1,0,7
211.0,0.004359484,114,2,0,1,0,7
211.0,-0.003421783,139,1,0,1,0,7
211.0,0.004359484,139,2,0,1,0,7
211.0,0.008765817,139,2,0,1,0,7
211.0,0.006515622,139,2,0,1,0,7
211.0,-0.003421783,141,2,0,1,0,7
211.0,0.004359484,141,2,0,1,0,7
211.0,0.006515622,141,2,0,1,0,7
211.0,0.004640579,141,2,0,1,0,7
211.0,-0.006328225,141,2,0,1,0,7
212.0,-0.003421783,105,1,0,1,0,7
212.0,-0.003421783,107,1,0,1,0,7
212.0,-0.037735105,107,1,0,1,0,7
212.0,-0.017484784,107,2,0,1,0,7
212.0,-0.003421783,114,1,0,1,0,7
212.0,-0.037735105,114,1,0,1,0,7
212.0,-0.017484784,114,2,0,1,0,7
212.0,0.004359484,114,2,0,1,0,7
212.0,-0.003421783,139,1,0,1,0,7
212.0,0.004359484,139,2,0,1,0,7
212.0,0.008765817,139,2,0,1,0,7
212.0,0.006421924,139,2,0,1,0,7
212.0,-0.003421783,141,2,0,1,0,7
212.0,0.004359484,141,2,0,1,0,7
212.0,0.006421924,141,2,0,1,0,7
212.0,0.004640579,141,2,0,1,0,7
212.0,-0.006234527,141,2,0,1,0,7
213.0,-0.003421783,105,1,0,1,0,7
213.0,-0.003421783,107,1,0,1,0,7
213.0,-0.037641406,107,1,0,1,0,7
213.0,-0.017484784,107,2,0,1,0,7
213.0,-0.003421783,114,1,0,1,0,7
213.0,-0.037641406,114,1,0,1,0,7
213.0,-0.017484784,114,2,0,1,0,7
213.0,0.004359484,114,2,0,1,0,7
213.0,-0.003421783,139,1,0,1,0,7
213.0,0.004359484,139,2,0,1,0,7
213.0,0.008578062,139,2,0,1,0,7
213.0,0.006421924,139,2,0,1,0,7
213.0,-0.003421783,141,2,0,1,0,7
213.0,0.004359484,141,2,0,1,0,7
213.0,0.006421924,141,2,0,1,0,7
213.0,0.004640579,141,2,0,1,0,7
213.0,-0.006140828,141,2,0,1,0,7
214.0,-0.00351584,105,1,0,1,0,7
214.0,-0.00351584,107,1,0,1,0,7
214.0,-0.03754735,107,1,0,1,0,7
214.0,-0.017484784,107,2,0,1,0,7
214.0,-0.00351584,114,1,0,1,0,7
214.0,-0.03754735,114,1,0,1,0,7
214.0,-0.017484784,114,2,0,1,0,7
214.0,0.004359484,114,2,0,1,0,7
214.0,-0.00351584,139,1,0,1,0,7
214.0,0.004359484,139,2,0,1,0,7
214.0,0.008484364,139,2,0,1,0,7
214.0,0.006328225,139,2,0,1,0,7
214.0,-0.00351584,141,2,0,1,0,7
214.0,0.004359484,141,2,0,1,0,7
214.0,0.006328225,141,2,0,1,0,7
214.0,0.004640579,141,2,0,1,0,7
214.0,-0.006140828,141,2,0,1,0,7
215.0,-0.00351584,105,1,0,1,0,7
215.0,-0.00351584,107,1,0,1,0,7
215.0,-0.037453651,107,1,0,1,0,7
215.0,-0.017578483,107,2,0,1,0,7
215.0,-0.00351584,114,1,0,1,0,7
215.0,-0.037453651,114,1,0,1,0,7
215.0,-0.017578483,114,2,0,1,0,7
215.0,0.004265785,114,2,0,1,0,7
215.0,-0.00351584,139,1,0,1,0,7
215.0,0.004265785,139,2,0,1,0,7
215.0,0.008390665,139,2,0,1,0,7
215.0,0.006328225,139,2,0,1,0,7
215.0,-0.00351584,141,2,0,1,0,7
215.0,0.004265785,141,2,0,1,0,7
215.0,0.006328225,141,2,0,1,0,7
215.0,0.004640579,141,2,0,1,0,7
215.0,-0.006140828,141,2,0,1,0,7
216.0,-0.003609538,105,1,0,1,0,7
216.0,-0.003609538,107,1,0,1,0,7
216.0,-0.037266254,107,1,0,1,0,7
216.0,-0.017578483,107,2,0,1,0,7
216.0,-0.003609538,114,1,0,1,0,7
216.0,-0.037266254,114,1,0,1,0,7
216.0,-0.017578483,114,2,0,1,0,7
216.0,0.004265785,114,2,0,1,0,7
216.0,-0.003609538,139,1,0,1,0,7
216.0,0.004265785,139,2,0,1,0,7
216.0,0.008203268,139,2,0,1,0,7
216.0,0.006234527,139,2,0,1,0,7
216.0,-0.003609538,141,2,0,1,0,7
216.0,0.004265785,141,2,0,1,0,7
216.0,0.006234527,141,2,0,1,0,7
216.0,0.004640579,141,2,0,1,0,7
216.0,-0.00604713,141,2,0,1,0,7
217.0,-0.003609538,105,1,0,1,0,7
217.0,-0.003609538,107,1,0,1,0,7
217.0,-0.037078857,107,1,0,1,0,7
217.0,-0.017672181,107,2,0,1,0,7
217.0,-0.003609538,114,1,0,1,0,7
217.0,-0.037078857,114,1,0,1,0,7
217.0,-0.017672181,114,2,0,1,0,7
217.0,0.004265785,114,2,0,1,0,7
217.0,-0.003609538,139,1,0,1,0,7
217.0,0.004265785,139,2,0,1,0,7
217.0,0.008015871,139,2,0,1,0,7
217.0,0.006234527,139,2,0,1,0,7
217.0,-0.003609538,141,2,0,1,0,7
217.0,0.004265785,141,2,0,1,0,7
217.0,0.006234527,141,2,0,1,0,7
217.0,0.004546881,141,2,0,1,0,7
217.0,-0.00604713,141,2,0,1,0,7
218.0,-0.003609538,105,1,0,1,0,7
218.0,-0.003609538,107,1,0,1,0,7
218.0,-0.036797404,107,1,0,1,0,7
218.0,-0.017578483,107,2,0,1,0,7
218.0,-0.003609538,114,1,0,1,0,7
218.0,-0.036797404,114,1,0,1,0,7
218.0,-0.017578483,114,2,0,1,0,7
218.0,0.004265785,114,2,0,1,0,7
218.0,-0.003609538,139,1,0,1,0,7
218.0,0.004265785,139,2,0,1,0,7
218.0,0.007828116,139,2,0,1,0,7
218.0,0.006234527,139,2,0,1,0,7
218.0,-0.003609538,141,2,0,1,0,7
218.0,0.004265785,141,2,0,1,0,7
218.0,0.006234527,141,2,0,1,0,7
218.0,0.004546881,141,2,0,1,0,7
218.0,-0.005953074,141,2,0,1,0,7
219.0,-0.003609538,105,1,0,1,0,7
219.0,-0.003609538,107,1,0,1,0,7
219.0,-0.036610007,107,1,0,1,0,7
219.0,-0.017578483,107,2,0,1,0,7
219.0,-0.003609538,114,1,0,1,0,7
219.0,-0.036610007,114,1,0,1,0,7
219.0,-0.017578483,114,2,0,1,0,7
219.0,0.004265785,114,2,0,1,0,7
219.0,-0.003609538,139,1,0,1,0,7
219.0,0.004265785,139,2,0,1,0,7
219.0,0.007828116,139,2,0,1,0,7
219.0,0.006140828,139,2,0,1,0,7
219.0,-0.003609538,141,2,0,1,0,7
219.0,0.004265785,141,2,0,1,0,7
219.0,0.006140828,141,2,0,1,0,7
219.0,0.004546881,141,2,0,1,0,7
219.0,-0.005953074,141,2,0,1,0,7
220.0,-0.003703237,105,1,0,1,0,7
220.0,-0.003703237,107,1,0,1,0,7
220.0,-0.03642261,107,1,0,1,0,7
220.0,-0.017578483,107,2,0,1,0,7
220.0,-0.003703237,114,1,0,1,0,7
220.0,-0.03642261,114,1,0,1,0,7
220.0,-0.017578483,114,2,0,1,0,7
220.0,0.004172087,114,2,0,1,0,7
220.0,-0.003703237,139,1,0,1,0,7
220.0,0.004172087,139,2,0,1,0,7
220.0,0.007734418,139,2,0,1,0,7
220.0,0.006140828,139,2,0,1,0,7
220.0,-0.003703237,141,2,0,1,0,7
220.0,0.004172087,141,2,0,1,0,7
220.0,0.006140828,141,2,0,1,0,7
220.0,0.004546881,141,2,0,1,0,7
220.0,-0.00604713,141,2,0,1,0,7
221.0,-0.003703237,105,1,0,1,0,7
221.0,-0.003703237,107,1,0,1,0,7
221.0,-0.036328554,107,1,0,1,0,7
221.0,-0.017578483,107,2,0,1,0,7
221.0,-0.003703237,114,1,0,1,0,7
221.0,-0.036328554,114,1,0,1,0,7
221.0,-0.017578483,114,2,0,1,0,7
221.0,0.004172087,114,2,0,1,0,7
221.0,-0.003703237,139,1,0,1,0,7
221.0,0.004172087,139,2,0,1,0,7
221.0,0.007640719,139,2,0,1,0,7
221.0,0.006140828,139,2,0,1,0,7
221.0,-0.003703237,141,2,0,1,0,7
221.0,0.004172087,141,2,0,1,0,7
221.0,0.006140828,141,2,0,1,0,7
221.0,0.004453182,141,2,0,1,0,7
221.0,-0.00604713,141,2,0,1,0,7
222.0,-0.003703237,105,1,0,1,0,7
222.0,-0.003703237,107,1,0,1,0,7
222.0,-0.036234856,107,1,0,1,0,7
222.0,-0.017578483,107,2,0,1,0,7
222.0,-0.003703237,114,1,0,1,0,7
222.0,-0.036234856,114,1,0,1,0,7
222.0,-0.017578483,114,2,0,1,0,7
222.0,0.004172087,114,2,0,1,0,7
222.0,-0.003703237,139,1,0,1,0,7
222.0,0.004172087,139,2,0,1,0,7
222.0,0.007547021,139,2,0,1,0,7
222.0,0.006140828,139,2,0,1,0,7
222.0,-0.003703237,141,2,0,1,0,7
222.0,0.004172087,141,2,0,1,0,7
222.0,0.006140828,141,2,0,1,0,7
222.0,0.004453182,141,2,0,1,0,7
222.0,-0.005953074,141,2,0,1,0,7
223.0,-0.003703237,105,1,0,1,0,7
223.0,-0.003703237,107,1,0,1,0,7
223.0,-0.036141157,107,1,0,1,0,7
223.0,-0.017578483,107,2,0,1,0,7
223.0,-0.003703237,114,1,0,1,0,7
223.0,-0.036141157,114,1,0,1,0,7
223.0,-0.017578483,114,2,0,1,0,7
223.0,0.004172087,114,2,0,1,0,7
223.0,-0.003703237,139,1,0,1,0,7
223.0,0.004172087,139,2,0,1,0,7
223.0,0.007547021,139,2,0,1,0,7
223.0,0.006140828,139,2,0,1,0,7
223.0,-0.003703237,141,2,0,1,0,7
223.0,0.004172087,141,2,0,1,0,7
223.0,0.006140828,141,2,0,1,0,7
223.0,0.004453182,141,2,0,1,0,7
223.0,-0.006140828,141,2,0,1,0,7
224.0,-0.003796935,105,1,0,1,0,7
224.0,-0.003796935,107,1,0,1,0,7
224.0,-0.036047459,107,1,0,1,0,7
224.0,-0.017484784,107,2,0,1,0,7
224.0,-0.003796935,114,1,0,1,0,7
224.0,-0.036047459,114,1,0,1,0,7
224.0,-0.017484784,114,2,0,1,0,7
224.0,0.004172087,114,2,0,1,0,7
224.0,-0.003796935,139,1,0,1,0,7
224.0,0.004172087,139,2,0,1,0,7
224.0,0.007453322,139,2,0,1,0,7
224.0,0.006140828,139,2,0,1,0,7
224.0,-0.003796935,141,2,0,1,0,7
224.0,0.004172087,141,2,0,1,0,7
224.0,0.006140828,141,2,0,1,0,7
224.0,0.004453182,141,2,0,1,0,7
224.0,-0.00604713,141,2,0,1,0,7
225.0,-0.003796935,105,1,0,1,0,7
225.0,-0.003796935,107,1,0,1,0,7
225.0,-0.035860062,107,1,0,1,0,7
225.0,-0.017484784,107,2,0,1,0,7
225.0,-0.003796935,114,1,0,1,0,7
225.0,-0.035860062,114,1,0,1,0,7
225.0,-0.017484784,114,2,0,1,0,7
225.0,0.004078031,114,2,0,1,0,7
225.0,-0.003796935,139,1,0,1,0,7
225.0,0.004078031,139,2,0,1,0,7
225.0,0.007453322,139,2,0,1,0,7
225.0,0.006140828,139,2,0,1,0,7
225.0,-0.003796935,141,2,0,1,0,7
225.0,0.004078031,141,2,0,1,0,7
225.0,0.006140828,141,2,0,1,0,7
225.0,0.004453182,141,2,0,1,0,7
225.0,-0.00604713,141,2,0,1,0,7
226.0,-0.003796935,105,1,0,1,0,7
226.0,-0.003796935,107,1,0,1,0,7
226.0,-0.035672307,107,1,0,1,0,7
226.0,-0.017484784,107,2,0,1,0,7
226.0,-0.003796935,114,1,0,1,0,7
226.0,-0.035672307,114,1,0,1,0,7
226.0,-0.017484784,114,2,0,1,0,7
226.0,0.004078031,114,2,0,1,0,7
226.0,-0.003796935,139,1,0,1,0,7
226.0,0.004078031,139,2,0,1,0,7
226.0,0.007453322,139,2,0,1,0,7
226.0,0.006046772,139,2,0,1,0,7
226.0,-0.003796935,141,2,0,1,0,7
226.0,0.004078031,141,2,0,1,0,7
226.0,0.006046772,141,2,0,1,0,7
226.0,0.004453182,141,2,0,1,0,7
226.0,-0.006140828,141,2,0,1,0,7
227.0,-0.003796935,105,1,0,1,0,7
227.0,-0.003796935,107,1,0,1,0,7
227.0,-0.03548491,107,1,0,1,0,7
227.0,-0.017391086,107,2,0,1,0,7
227.0,-0.003796935,114,1,0,1,0,7
227.0,-0.03548491,114,1,0,1,0,7
227.0,-0.017391086,114,2,0,1,0,7
227.0,0.004078031,114,2,0,1,0,7
227.0,-0.003796935,139,1,0,1,0,7
227.0,0.004078031,139,2,0,1,0,7
227.0,0.007359624,139,2,0,1,0,7
227.0,0.006046772,139,2,0,1,0,7
227.0,-0.003796935,141,2,0,1,0,7
227.0,0.004078031,141,2,0,1,0,7
227.0,0.006046772,141,2,0,1,0,7
227.0,0.004359484,141,2,0,1,0,7
227.0,-0.006140828,141,2,0,1,0,7
228.0,-0.003796935,105,1,0,1,0,7
228.0,-0.003796935,107,1,0,1,0,7
228.0,-0.035203815,107,1,0,1,0,7
228.0,-0.017391086,107,2,0,1,0,7
228.0,-0.003796935,114,1,0,1,0,7
228.0,-0.035203815,114,1,0,1,0,7
228.0,-0.017391086,114,2,0,1,0,7
228.0,0.004078031,114,2,0,1,0,7
228.0,-0.003796935,139,1,0,1,0,7
228.0,0.004078031,139,2,0,1,0,7
228.0,0.007359624,139,2,0,1,0,7
228.0,0.006046772,139,2,0,1,0,7
228.0,-0.003796935,141,2,0,1,0,7
228.0,0.004078031,141,2,0,1,0,7
228.0,0.006046772,141,2,0,1,0,7
228.0,0.004359484,141,2,0,1,0,7
228.0,-0.00604713,141,2,0,1,0,7
229.0,-0.003796935,105,1,0,1,0,7
229.0,-0.003796935,107,1,0,1,0,7
229.0,-0.03501606,107,1,0,1,0,7
229.0,-0.017391086,107,2,0,1,0,7
229.0,-0.003796935,114,1,0,1,0,7
229.0,-0.03501606,114,1,0,1,0,7
229.0,-0.017391086,114,2,0,1,0,7
229.0,0.004078031,114,2,0,1,0,7
229.0,-0.003796935,139,1,0,1,0,7
229.0,0.004078031,139,2,0,1,0,7
229.0,0.007359624,139,2,0,1,0,7
229.0,0.006046772,139,2,0,1,0,7
229.0,-0.003796935,141,2,0,1,0,7
229.0,0.004078031,141,2,0,1,0,7
229.0,0.006046772,141,2,0,1,0,7
229.0,0.004359484,141,2,0,1,0,7
229.0,-0.00604713,141,2,0,1,0,7
230.0,-0.003796935,105,1,0,1,0,7
230.0,-0.003796935,107,1,0,1,0,7
230.0,-0.034922361,107,1,0,1,0,7
230.0,-0.017297029,107,2,0,1,0,7
230.0,-0.003796935,114,1,0,1,0,7
230.0,-0.034922361,114,1,0,1,0,7
230.0,-0.017297029,114,2,0,1,0,7
230.0,0.003984332,114,2,0,1,0,7
230.0,-0.003796935,139,1,0,1,0,7
230.0,0.003984332,139,2,0,1,0,7
230.0,0.007359624,139,2,0,1,0,7
230.0,0.006046772,139,2,0,1,0,7
230.0,-0.003796935,141,2,0,1,0,7
230.0,0.003984332,141,2,0,1,0,7
230.0,0.006046772,141,2,0,1,0,7
230.0,0.004359484,141,2,0,1,0,7
230.0,-0.006140828,141,2,0,1,0,7
231.0,-0.003796935,105,1,0,0,1,7
231.0,-0.003796935,107,1,0,0,1,7
231.0,-0.034734964,107,1,0,0,1,7
231.0,-0.017297029,107,2,0,0,1,7
231.0,-0.003796935,114,1,0,0,1,7
231.0,-0.034734964,114,1,0,0,1,7
231.0,-0.017297029,114,2,0,0,1,7
231.0,0.003984332,114,2,0,0,1,7
231.0,-0.003796935,139,1,0,0,1,7
231.0,0.003984332,139,2,0,0,1,7
231.0,0.007359624,139,2,0,0,1,7
231.0,0.005953074,139,2,0,0,1,7
231.0,-0.003796935,141,2,0,0,1,7
231.0,0.003984332,141,2,0,0,1,7
231.0,0.005953074,141,2,0,0,1,7
231.0,0.004359484,141,2,0,0,1,7
231.0,-0.006140828,141,2,0,0,1,7
232.0,-0.003796935,105,1,0,0,1,7
232.0,-0.003796935,107,1,0,0,1,7
232.0,-0.034641266,107,1,0,0,1,7
232.0,-0.017297029,107,2,0,0,1,7
232.0,-0.003796935,114,1,0,0,1,7
232.0,-0.034641266,114,1,0,0,1,7
232.0,-0.017297029,114,2,0,0,1,7
232.0,0.003984332,114,2,0,0,1,7
232.0,-0.003796935,139,1,0,0,1,7
232.0,0.003984332,139,2,0,0,1,7
232.0,0.007359624,139,2,0,0,1,7
232.0,0.005953074,139,2,0,0,1,7
232.0,-0.003796935,141,2,0,0,1,7
232.0,0.003984332,141,2,0,0,1,7
232.0,0.005953074,141,2,0,0,1,7
232.0,0.004265785,141,2,0,0,1,7
232.0,-0.00604713,141,2,0,0,1,7
233.0,-0.003796935,105,1,0,0,1,7
233.0,-0.003796935,107,1,0,0,1,7
233.0,-0.034641266,107,1,0,0,1,7
233.0,-0.017203331,107,2,0,0,1,7
233.0,-0.003796935,114,1,0,0,1,7
233.0,-0.034641266,114,1,0,0,1,7
233.0,-0.017203331,114,2,0,0,1,7
233.0,0.003984332,114,2,0,0,1,7
233.0,-0.003796935,139,1,0,0,1,7
233.0,0.003984332,139,2,0,0,1,7
233.0,0.007359624,139,2,0,0,1,7
233.0,0.005953074,139,2,0,0,1,7
233.0,-0.003796935,141,2,0,0,1,7
233.0,0.003984332,141,2,0,0,1,7
233.0,0.005953074,141,2,0,0,1,7
233.0,0.004265785,141,2,0,0,1,7
233.0,-0.00604713,141,2,0,0,1,7
234.0,-0.003703237,105,1,0,0,1,7
234.0,-0.003703237,107,1,0,0,1,7
234.0,-0.034547567,107,1,0,0,1,7
234.0,-0.017203331,107,2,0,0,1,7
234.0,-0.003703237,114,1,0,0,1,7
234.0,-0.034547567,114,1,0,0,1,7
234.0,-0.017203331,114,2,0,0,1,7
234.0,0.003984332,114,2,0,0,1,7
234.0,-0.003703237,139,1,0,0,1,7
234.0,0.003984332,139,2,0,0,1,7
234.0,0.007265568,139,2,0,0,1,7
234.0,0.005953074,139,2,0,0,1,7
234.0,-0.003703237,141,2,0,0,1,7
234.0,0.003984332,141,2,0,0,1,7
234.0,0.005953074,141,2,0,0,1,7
234.0,0.004265785,141,2,0,0,1,7
234.0,-0.00604713,141,2,0,0,1,7
235.0,-0.003703237,105,1,0,0,1,7
235.0,-0.003703237,107,1,0,0,1,7
235.0,-0.034359813,107,1,0,0,1,7
235.0,-0.017203331,107,2,0,0,1,7
235.0,-0.003703237,114,1,0,0,1,7
235.0,-0.034359813,114,1,0,0,1,7
235.0,-0.017203331,114,2,0,0,1,7
235.0,0.003984332,114,2,0,0,1,7
235.0,-0.003703237,139,1,0,0,1,7
235.0,0.003984332,139,2,0,0,1,7
235.0,0.007265568,139,2,0,0,1,7
235.0,0.005859375,139,2,0,0,1,7
235.0,-0.003703237,141,2,0,0,1,7
235.0,0.003984332,141,2,0,0,1,7
235.0,0.005859375,141,2,0,0,1,7
235.0,0.004265785,141,2,0,0,1,7
235.0,-0.005953074,141,2,0,0,1,7
236.0,-0.003703237,105,1,0,0,1,7
236.0,-0.003703237,107,1,0,0,1,7
236.0,-0.034172416,107,1,0,0,1,7
236.0,-0.017203331,107,2,0,0,1,7
236.0,-0.003703237,114,1,0,0,1,7
236.0,-0.034172416,114,1,0,0,1,7
236.0,-0.017203331,114,2,0,0,1,7
236.0,0.003984332,114,2,0,0,1,7
236.0,-0.003703237,139,1,0,0,1,7
236.0,0.003984332,139,2,0,0,1,7
236.0,0.007265568,139,2,0,0,1,7
236.0,0.005859375,139,2,0,0,1,7
236.0,-0.003703237,141,2,0,0,1,7
236.0,0.003984332,141,2,0,0,1,7
236.0,0.005859375,141,2,0,0,1,7
236.0,0.004265785,141,2,0,0,1,7
236.0,-0.00604713,141,2,0,0,1,7
237.0,-0.003703237,105,1,0,0,1,7
237.0,-0.003703237,107,1,0,0,1,7
237.0,-0.033985019,107,1,0,0,1,7
237.0,-0.017109632,107,2,0,0,1,7
237.0,-0.003703237,114,1,0,0,1,7
237.0,-0.033985019,114,1,0,0,1,7
237.0,-0.017109632,114,2,0,0,1,7
237.0,0.003984332,114,2,0,0,1,7
237.0,-0.003703237,139,1,0,0,1,7
237.0,0.003984332,139,2,0,0,1,7
237.0,0.007265568,139,2,0,0,1,7
237.0,0.005859375,139,2,0,0,1,7
237.0,-0.003703237,141,2,0,0,1,7
237.0,0.003984332,141,2,0,0,1,7
237.0,0.005859375,141,2,0,0,1,7
237.0,0.004265785,141,2,0,0,1,7
237.0,-0.00604713,141,2,0,0,1,7
238.0,-0.003703237,105,1,0,0,1,7
238.0,-0.003703237,107,1,0,0,1,7
238.0,-0.033797264,107,1,0,0,1,7
238.0,-0.017109632,107,2,0,0,1,7
238.0,-0.003703237,114,1,0,0,1,7
238.0,-0.033797264,114,1,0,0,1,7
238.0,-0.017109632,114,2,0,0,1,7
238.0,0.003984332,114,2,0,0,1,7
238.0,-0.003703237,139,1,0,0,1,7
238.0,0.003984332,139,2,0,0,1,7
238.0,0.007171869,139,2,0,0,1,7
238.0,0.005859375,139,2,0,0,1,7
238.0,-0.003703237,141,2,0,0,1,7
238.0,0.003984332,141,2,0,0,1,7
238.0,0.005859375,141,2,0,0,1,7
238.0,0.004172087,141,2,0,0,1,7
238.0,-0.00604713,141,2,0,0,1,7
239.0,-0.003703237,105,1,0,0,1,7
239.0,-0.003703237,107,1,0,0,1,7
239.0,-0.033609867,107,1,0,0,1,7
239.0,-0.017015934,107,2,0,0,1,7
239.0,-0.003703237,114,1,0,0,1,7
239.0,-0.033609867,114,1,0,0,1,7
239.0,-0.017015934,114,2,0,0,1,7
239.0,0.003890634,114,2,0,0,1,7
239.0,-0.003703237,139,1,0,0,1,7
239.0,0.003890634,139,2,0,0,1,7
239.0,0.007171869,139,2,0,0,1,7
239.0,0.005859375,139,2,0,0,1,7
239.0,-0.003703237,141,2,0,0,1,7
239.0,0.003890634,141,2,0,0,1,7
239.0,0.005859375,141,2,0,0,1,7
239.0,0.004172087,141,2,0,0,1,7
239.0,-0.005953074,141,2,0,0,1,7
240.0,-0.003703237,105,1,0,0,1,7
240.0,-0.003703237,107,1,0,0,1,7
240.0,-0.03342247,107,1,0,0,1,7
240.0,-0.017015934,107,2,0,0,1,7
240.0,-0.003703237,114,1,0,0,1,7
240.0,-0.03342247,114,1,0,0,1,7
240.0,-0.017015934,114,2,0,0,1,7
240.0,0.003890634,114,2,0,0,1,7
240.0,-0.003703237,139,1,0,0,1,7
240.0,0.003890634,139,2,0,0,1,7
240.0,0.007171869,139,2,0,0,1,7
240.0,0.005859375,139,2,0,0,1,7
240.0,-0.003703237,141,2,0,0,1,7
240.0,0.003890634,141,2,0,0,1,7
240.0,0.005859375,141,2,0,0,1,7
240.0,0.004172087,141,2,0,0,1,7
240.0,-0.005953074,141,2,0,0,1,7
241.0,-0.003703237,105,1,0,0,1,7
241.0,-0.003703237,107,1,0,0,1,7
241.0,-0.033328772,107,1,0,0,1,7
241.0,-0.017015934,107,2,0,0,1,7
241.0,-0.003703237,114,1,0,0,1,7
241.0,-0.033328772,114,1,0,0,1,7
241.0,-0.017015934,114,2,0,0,1,7
241.0,0.003796935,114,2,0,0,1,7
241.0,-0.003703237,139,1,0,0,1,7
241.0,0.003796935,139,2,0,0,1,7
241.0,0.007171869,139,2,0,0,1,7
241.0,0.005859375,139,2,0,0,1,7
241.0,-0.003703237,141,2,0,0,1,7
241.0,0.003796935,141,2,0,0,1,7
241.0,0.005859375,141,2,0,0,1,7
241.0,0.004172087,141,2,0,0,1,7
241.0,-0.00604713,141,2,0,0,1,7
242.0,-0.003703237,105,1,0,0,1,7
242.0,-0.003703237,107,1,0,0,1,7
242.0,-0.033235073,107,1,0,0,1,7
242.0,-0.016922235,107,2,0,0,1,7
242.0,-0.003703237,114,1,0,0,1,7
242.0,-0.033235073,114,1,0,0,1,7
242.0,-0.016922235,114,2,0,0,1,7
242.0,0.003890634,114,2,0,0,1,7
242.0,-0.003703237,139,1,0,0,1,7
242.0,0.003890634,139,2,0,0,1,7
242.0,0.007078171,139,2,0,0,1,7
242.0,0.005765676,139,2,0,0,1,7
242.0,-0.003703237,141,2,0,0,1,7
242.0,0.003890634,141,2,0,0,1,7
242.0,0.005765676,141,2,0,0,1,7
242.0,0.004078031,141,2,0,0,1,7
242.0,-0.00604713,141,2,0,0,1,7
243.0,-0.003609538,105,1,0,0,1,7
243.0,-0.003609538,107,1,0,0,1,7
243.0,-0.033141017,107,1,0,0,1,7
243.0,-0.016922235,107,2,0,0,1,7
243.0,-0.003609538,114,1,0,0,1,7
243.0,-0.033141017,114,1,0,0,1,7
243.0,-0.016922235,114,2,0,0,1,7
243.0,0.003796935,114,2,0,0,1,7
243.0,-0.003609538,139,1,0,0,1,7
243.0,0.003796935,139,2,0,0,1,7
243.0,0.007078171,139,2,0,0,1,7
243.0,0.005765676,139,2,0,0,1,7
243.0,-0.003609538,141,2,0,0,1,7
243.0,0.003796935,141,2,0,0,1,7
243.0,0.005765676,141,2,0,0,1,7
243.0,0.004078031,141,2,0,0,1,7
243.0,-0.00604713,141,2,0,0,1,7
244.0,-0.003609538,105,1,0,0,1,7
244.0,-0.003609538,107,1,0,0,1,7
244.0,-0.033047318,107,1,0,0,1,7
244.0,-0.016922235,107,2,0,0,1,7
244.0,-0.003609538,114,1,0,0,1,7
244.0,-0.033047318,114,1,0,0,1,7
244.0,-0.016922235,114,2,0,0,1,7
244.0,0.003796935,114,2,0,0,1,7
244.0,-0.003609538,139,1,0,0,1,7
244.0,0.003796935,139,2,0,0,1,7
244.0,0.007078171,139,2,0,0,1,7
244.0,0.005765676,139,2,0,0,1,7
244.0,-0.003609538,141,2,0,0,1,7
244.0,0.003796935,141,2,0,0,1,7
244.0,0.005765676,141,2,0,0,1,7
244.0,0.004078031,141,2,0,0,1,7
244.0,-0.00604713,141,2,0,0,1,7
245.0,-0.003609538,105,1,0,0,1,7
245.0,-0.003609538,107,1,0,0,1,7
245.0,-0.033047318,107,1,0,0,1,7
245.0,-0.016828537,107,2,0,0,1,7
245.0,-0.003609538,114,1,0,0,1,7
245.0,-0.033047318,114,1,0,0,1,7
245.0,-0.016828537,114,2,0,0,1,7
245.0,0.003796935,114,2,0,0,1,7
245.0,-0.003609538,139,1,0,0,1,7
245.0,0.003796935,139,2,0,0,1,7
245.0,0.007078171,139,2,0,0,1,7
245.0,0.005765676,139,2,0,0,1,7
245.0,-0.003609538,141,2,0,0,1,7
245.0,0.003796935,141,2,0,0,1,7
245.0,0.005765676,141,2,0,0,1,7
245.0,0.004078031,141,2,0,0,1,7
245.0,-0.005953074,141,2,0,0,1,7
246.0,-0.003609538,105,1,0,0,1,7
246.0,-0.003609538,107,1,0,0,1,7
246.0,-0.032859921,107,1,0,0,1,7
246.0,-0.016828537,107,2,0,0,1,7
246.0,-0.003609538,114,1,0,0,1,7
246.0,-0.032859921,114,1,0,0,1,7
246.0,-0.016828537,114,2,0,0,1,7
246.0,0.003890634,114,2,0,0,1,7
246.0,-0.003609538,139,1,0,0,1,7
246.0,0.003890634,139,2,0,0,1,7
246.0,0.006984472,139,2,0,0,1,7
246.0,0.005765676,139,2,0,0,1,7
246.0,-0.003609538,141,2,0,0,1,7
246.0,0.003890634,141,2,0,0,1,7
246.0,0.005765676,141,2,0,0,1,7
246.0,0.004078031,141,2,0,0,1,7
246.0,-0.005953074,141,2,0,0,1,7
247.0,-0.003609538,105,1,0,0,1,7
247.0,-0.003609538,107,1,0,0,1,7
247.0,-0.032766223,107,1,0,0,1,7
