Time,Voltage,Days Elapsed,Sensor Cycle,Start,Increasing,Decreasing,Temperature,Repeat Use,Sensor Number,Measurement Number,Measurement Continuous,pH
5,-0.016922235,70,6,0,1,0,22,2,2,5,20,7
5,-0.163643181,70,6,0,1,0,22,2,2,6,21,10
5,-0.029203534,70,6,0,0,1,22,2,2,7,22,7
5,0.128861189,70,6,0,0,1,22,2,2,8,23,4
5,-0.044578671,70,7,0,1,0,22,2,2,9,24,7
5,-0.181080937,70,7,0,1,0,22,2,2,10,25,10
5,-0.04561007,70,7,0,0,1,22,2,2,11,26,7
5,0.101204753,70,7,0,0,1,22,2,2,12,27,4
5,-0.061641455,70,8,0,1,0,22,2,2,13,28,7
5,-0.192424893,70,8,0,1,0,22,2,2,14,29,10
5,-0.037641406,70,8,0,0,1,22,2,2,15,30,7
5,0.106267333,70,8,0,0,1,22,2,2,16,31,4
5,-0.064454198,70,9,0,1,0,22,2,2,17,32,7
5,-0.185955942,70,9,0,1,0,22,2,2,18,33,10
5,-0.051235199,70,9,0,0,1,22,2,2,19,34,7
5,0.098204613,70,9,0,0,1,22,2,2,20,35,4
5,-0.000234246,77,10,1,0,0,22,3,2,1,36,7
5,-0.135517716,77,10,0,1,0,22,3,2,2,37,10
5,0.006609321,77,10,0,0,1,22,3,2,3,38,7
5,0.168987036,77,10,0,0,1,22,3,2,4,39,4
5,0.004922032,77,11,0,1,0,22,3,2,5,40,7
5,-0.12773627,77,11,0,1,0,22,3,2,6,41,10
5,0.014765739,77,11,0,0,1,22,3,2,7,42,7
5,0.173861861,77,11,0,0,1,22,3,2,8,43,4
5,0.006890774,77,12,0,1,0,22,3,2,9,44,7
5,-0.124080062,77,12,0,1,0,22,3,2,10,45,10
5,0.020578265,77,12,0,0,1,22,3,2,11,46,7
5,0.172737122,77,12,0,0,1,22,3,2,12,47,4
5,-0.001640797,77,13,0,1,0,22,3,2,13,48,7
5,-0.125955105,77,13,0,1,0,22,3,2,14,49,10
5,0.016547084,77,13,0,0,1,22,3,2,15,50,7
5,0.16064322,77,13,0,0,1,22,3,2,16,51,4
5,-0.003890634,77,14,0,1,0,22,3,2,17,52,7
5,-0.125580132,77,14,0,1,0,22,3,2,18,53,10
5,0.014765739,77,14,0,0,1,22,3,2,19,54,7
5,0.168049335,77,14,0,0,1,22,3,2,20,55,4
5,-0.000234246,102,15,1,0,0,22,4,2,1,56,7
5,-0.135517716,102,15,0,1,0,22,4,2,2,57,10
5,0.006609321,102,15,0,0,1,22,4,2,3,58,7
5,0.168987036,102,15,0,0,1,22,4,2,4,59,4
5,0.004922032,102,16,0,1,0,22,4,2,5,60,7
5,-0.12773627,102,16,0,1,0,22,4,2,6,61,10
5,0.014765739,102,16,0,0,1,22,4,2,7,62,7
5,0.173861861,102,16,0,0,1,22,4,2,8,63,4
5,0.006890774,102,17,0,1,0,22,4,2,9,64,7
5,-0.124080062,102,17,0,1,0,22,4,2,10,65,10
5,0.020578265,102,17,0,0,1,22,4,2,11,66,7
5,0.172737122,102,17,0,0,1,22,4,2,12,67,4
5,-0.001640797,102,18,0,1,0,22,4,2,13,68,7
5,-0.125955105,102,18,0,1,0,22,4,2,14,69,10
5,0.016547084,102,18,0,0,1,22,4,2,15,70,7
5,0.16064322,102,18,0,0,1,22,4,2,16,71,4
5,-0.003890634,102,19,0,1,0,22,4,2,17,72,7
5,-0.125580132,102,19,0,1,0,22,4,2,18,73,10
5,0.014765739,102,19,0,0,1,22,4,2,19,74,7
5,0.168049335,102,19,0,0,1,22,4,2,20,75,4
5,0.012609601,102,20,1,0,0,22,5,2,1,76,7
5,-0.114611149,102,20,0,1,0,22,5,2,2,77,10
5,0.016265988,102,20,0,0,1,22,5,2,3,78,7
5,0.164861798,102,20,0,0,1,22,5,2,4,79,4
5,0.009796858,102,21,0,1,0,22,5,2,5,80,7
5,-0.111704886,102,21,0,1,0,22,5,2,6,81,10
5,0.015328288,102,21,0,0,1,22,5,2,7,82,7
5,0.16317451,102,21,0,0,1,22,5,2,8,83,4
5,0.010359406,102,22,0,1,0,22,5,2,9,84,7
5,-0.10898602,102,22,0,1,0,22,5,2,10,85,10
5,0.015609741,102,22,0,0,1,22,5,2,11,86,7
5,0.160080671,102,22,0,0,1,22,5,2,12,87,4
5,0.007828116,102,23,0,1,0,22,5,2,13,88,7
5,-0.110767365,102,23,0,1,0,22,5,2,14,89,10
5,0.006609321,102,23,0,0,1,22,5,2,15,90,7
5,0.167861938,102,23,0,0,1,22,5,2,16,91,4
5,0.000796795,102,24,0,1,0,22,5,2,17,92,7
5,-0.121079922,102,24,0,1,0,22,5,2,18,93,10
5,0.006140828,102,24,0,0,1,22,5,2,19,94,7
5,0.098954558,102,24,0,0,1,22,5,2,20,95,4
5,-0.003234386,102,25,1,0,0,22,6,2,1,96,7
5,-0.107673526,102,25,0,1,0,22,6,2,2,97,10
5,0.017390728,102,25,0,0,1,22,6,2,3,98,7
5,0.164392948,102,25,0,0,1,22,6,2,4,99,4
5,0.006797075,102,26,0,1,0,22,6,2,5,100,7
5,-0.102048397,102,26,0,1,0,22,6,2,6,101,10
5,0.020109773,102,26,0,0,1,22,6,2,7,102,7
5,0.161955714,102,26,0,0,1,22,6,2,8,103,4
5,0.004546881,102,27,0,1,0,22,6,2,9,104,7
5,-0.105142236,102,27,0,1,0,22,6,2,10,105,10
5,0.017203331,102,27,0,0,1,22,6,2,11,106,7
5,0.163549304,102,27,0,0,1,22,6,2,12,107,4
5,0.008953214,102,28,0,1,0,22,6,2,13,108,7
5,-0.10082978,102,28,0,1,0,22,6,2,14,109,10
5,0.016171932,102,28,0,0,1,22,6,2,15,110,7
5,0.161580563,102,28,0,0,1,22,6,2,16,111,4
5,0.010453105,102,29,0,1,0,22,6,2,17,112,7
5,-0.100079656,102,29,0,1,0,22,6,2,18,113,10
5,0.021234512,102,29,0,0,1,22,6,2,19,114,7
5,0.162986755,102,29,0,0,1,22,6,2,20,115,4
6,-0.054047585,2,1,1,0,0,22,1,1,1,1,7
6,-0.182112157,2,1,0,1,0,22,1,1,2,2,10
6,-0.049453855,2,1,0,0,1,22,1,1,3,3,7
6,0.108048677,2,1,0,0,1,22,1,1,4,4,4
6,-0.056578875,2,2,0,1,0,22,1,1,5,5,7
6,-0.187362313,2,2,0,1,0,22,1,1,6,6,10
6,-0.055454135,2,2,0,0,1,22,1,1,7,7,7
6,0.108610868,2,2,0,0,1,22,1,1,8,8,4
6,-0.054610133,2,3,0,1,0,22,1,1,9,9,7
6,-0.184643447,2,3,0,1,0,22,1,1,10,10,10
6,-0.049453855,2,3,0,0,1,22,1,1,11,11,7
6,0.100173354,2,3,0,0,1,22,1,1,12,12,4
6,-0.045891523,2,4,0,1,0,22,1,1,13,13,7
6,-0.176955879,2,4,0,1,0,22,1,1,14,14,10
6,-0.043360233,2,4,0,0,1,22,1,1,15,15,7
6,0.022641063,5,5,1,0,0,22,2,1,1,16,7
6,-0.091642141,5,5,0,1,0,22,2,1,2,17,10
6,0.027515888,5,5,0,0,1,22,2,1,3,18,7
6,0.187456012,5,5,0,0,1,22,2,1,4,19,4
6,0.028640985,5,6,0,1,0,22,2,1,5,20,7
6,-0.095954597,5,6,0,1,0,22,2,1,6,21,10
6,0.017015934,5,6,0,0,1,22,2,1,7,22,7
6,0.182206035,5,6,0,0,1,22,2,1,8,23,4
6,0.027047396,5,7,0,1,0,22,2,1,9,24,7
6,-0.097173393,5,7,0,1,0,22,2,1,10,25,10
6,0.019359469,5,7,0,0,1,22,2,1,11,26,7
6,0.181174636,5,7,0,0,1,22,2,1,12,27,4
6,0.028640985,5,7,0,1,0,22,2,1,13,28,7
6,-0.006140828,68,8,1,0,0,22,3,1,1,29,7
6,-0.133736372,68,8,0,1,0,22,3,1,2,30,10
6,-0.000140548,68,8,0,0,1,22,3,1,3,31,7
6,0.1657058,68,8,0,0,1,22,3,1,4,32,4
6,-0.003328085,68,9,0,1,0,22,3,1,5,33,7
6,-0.129330218,68,9,0,1,0,22,3,1,6,34,10
6,-0.002859592,68,9,0,0,1,22,3,1,7,35,7
6,0.157267928,68,9,0,0,1,22,3,1,8,36,4
6,-4.68E-05,68,10,0,1,0,22,3,1,9,37,7
6,-0.126798928,68,10,0,1,0,22,3,1,10,38,10
6,-0.002297044,68,10,0,0,1,22,3,1,11,39,7
6,0.154924393,68,10,0,0,1,22,3,1,12,40,4
6,-0.001547098,68,11,0,1,0,22,3,1,13,41,7
6,-0.118454933,68,11,0,1,0,22,3,1,14,42,10
6,0.002109289,68,11,0,0,1,22,3,1,15,43,7
6,0.146299124,68,11,0,0,1,22,3,1,16,44,4
6,-0.002765536,68,12,0,1,0,22,3,1,17,45,7
6,-0.115173697,68,12,0,1,0,22,3,1,18,46,10
6,0.006984472,68,12,0,0,1,22,3,1,19,47,7
6,0.145736575,68,12,0,0,1,22,3,1,20,48,4
6,-0.006140828,70,13,1,0,0,22,4,1,1,49,7
6,-0.133736372,70,13,0,1,0,22,4,1,2,50,10
6,-0.000140548,70,13,0,0,1,22,4,1,3,51,7
6,0.1657058,70,13,0,0,1,22,4,1,4,52,4
6,-0.003328085,70,14,0,1,0,22,4,1,5,53,7
6,-0.129330218,70,14,0,1,0,22,4,1,6,54,10
6,-0.002859592,70,14,0,0,1,22,4,1,7,55,7
6,0.157267928,70,14,0,0,1,22,4,1,8,56,4
6,-4.68E-05,70,15,0,1,0,22,4,1,9,57,7
6,-0.126798928,70,15,0,1,0,22,4,1,10,58,10
6,-0.002297044,70,15,0,0,1,22,4,1,11,59,7
6,0.154924393,70,15,0,0,1,22,4,1,12,60,4
6,-0.001547098,70,16,0,1,0,22,4,1,13,61,7
6,-0.118454933,70,16,0,1,0,22,4,1,14,62,10
6,0.002109289,70,16,0,0,1,22,4,1,15,63,7
6,0.146299124,70,16,0,0,1,22,4,1,16,64,4
6,-0.002765536,70,17,0,1,0,22,4,1,17,65,7
6,-0.115173697,70,17,0,1,0,22,4,1,18,66,10
6,0.006984472,70,17,0,0,1,22,4,1,19,67,7
6,0.145736575,70,17,0,0,1,22,4,1,20,68,4
6,-0.006140828,102,18,1,0,0,22,5,1,1,69,7
6,-0.133736372,102,18,0,1,0,22,5,1,2,70,10
6,-0.000140548,102,18,0,0,1,22,5,1,3,71,7
6,0.1657058,102,18,0,0,1,22,5,1,4,72,4
6,-0.003328085,102,19,0,1,0,22,5,1,5,73,7
6,-0.129330218,102,19,0,1,0,22,5,1,6,74,10
6,-0.002859592,102,19,0,0,1,22,5,1,7,75,7
6,0.157267928,102,19,0,0,1,22,5,1,8,76,4
6,-4.68E-05,102,20,0,1,0,22,5,1,9,77,7
6,-0.126798928,102,20,0,1,0,22,5,1,10,78,10
6,-0.002297044,102,20,0,0,1,22,5,1,11,79,7
6,0.154924393,102,20,0,0,1,22,5,1,12,80,4
6,-0.001547098,102,21,0,1,0,22,5,1,13,81,7
6,-0.118454933,102,21,0,1,0,22,5,1,14,82,10
6,0.002109289,102,21,0,0,1,22,5,1,15,83,7
6,0.146299124,102,21,0,0,1,22,5,1,16,84,4
6,-0.002765536,102,22,0,1,0,22,5,1,17,85,7
6,-0.115173697,102,22,0,1,0,22,5,1,18,86,10
6,0.006984472,102,22,0,0,1,22,5,1,19,87,7
6,0.145736575,102,22,0,0,1,22,5,1,20,88,4
6,-0.010359406,2,1,1,0,0,22,1,2,1,1,7
6,-0.141049147,2,1,0,1,0,22,1,2,2,2,10
6,-0.013828397,2,1,0,0,1,22,1,2,3,3,7
6,0.151268005,2,1,0,0,1,22,1,2,4,4,4
6,-0.016265988,2,2,0,1,0,22,1,2,5,5,7
6,-0.147611618,2,2,0,1,0,22,1,2,6,6,10
6,-0.016359687,2,2,0,0,1,22,1,2,7,7,7
6,0.150142908,2,2,0,0,1,22,1,2,8,8,4
6,-0.008953214,2,3,0,1,0,22,1,2,9,9,7
6,-0.142267764,2,3,0,1,0,22,1,2,10,10,10
6,-0.010359406,2,3,0,0,1,22,1,2,11,11,7
6,0.153236747,2,3,0,0,1,22,1,2,12,12,4
6,-0.002859592,2,4,0,1,0,22,1,2,13,13,7
6,-0.136361539,2,4,0,1,0,22,1,2,14,14,10
6,-0.002578139,2,4,0,0,1,22,1,2,15,15,7
6,0.007265568,70,5,1,0,0,22,2,2,1,16,7
6,-0.151830554,70,5,0,1,0,22,2,2,2,17,10
6,-0.013734698,70,5,0,0,1,22,2,2,3,18,7
6,0.143955231,70,5,0,0,1,22,2,2,4,19,4
6,-0.017015934,70,6,0,1,0,22,2,2,5,20,7
6,-0.163549483,70,6,0,1,0,22,2,2,6,21,10
6,-0.029016137,70,6,0,0,1,22,2,2,7,22,7
6,0.128861189,70,6,0,0,1,22,2,2,8,23,4
6,-0.044672728,70,7,0,1,0,22,2,2,9,24,7
6,-0.180705965,70,7,0,1,0,22,2,2,10,25,10
6,-0.045516372,70,7,0,0,1,22,2,2,11,26,7
6,0.101579547,70,7,0,0,1,22,2,2,12,27,4
6,-0.061641455,70,8,0,1,0,22,2,2,13,28,7
6,-0.192143619,70,8,0,1,0,22,2,2,14,29,10
6,-0.037735105,70,8,0,0,1,22,2,2,15,30,7
6,0.106361032,70,8,0,0,1,22,2,2,16,31,4
6,-0.064360499,70,9,0,1,0,22,2,2,17,32,7
6,-0.185112298,70,9,0,1,0,22,2,2,18,33,10
6,-0.051235199,70,9,0,0,1,22,2,2,19,34,7
6,0.098298311,70,9,0,0,1,22,2,2,20,35,4
6,-0.000328302,77,10,1,0,0,22,3,2,1,36,7
6,-0.135330141,77,10,0,1,0,22,3,2,2,37,10
6,0.006890774,77,10,0,0,1,22,3,2,3,38,7
6,0.169174433,77,10,0,0,1,22,3,2,4,39,4
6,0.004734278,77,11,0,1,0,22,3,2,5,40,7
6,-0.127642572,77,11,0,1,0,22,3,2,6,41,10
6,0.014672041,77,11,0,0,1,22,3,2,7,42,7
6,0.173768163,77,11,0,0,1,22,3,2,8,43,4
6,0.006797075,77,12,0,1,0,22,3,2,9,44,7
6,-0.123611212,77,12,0,1,0,22,3,2,10,45,10
6,0.020390868,77,12,0,0,1,22,3,2,11,46,7
6,0.172643065,77,12,0,0,1,22,3,2,12,47,4
6,-0.001640797,77,13,0,1,0,22,3,2,13,48,7
6,-0.125298858,77,13,0,1,0,22,3,2,14,49,10
6,0.016359687,77,13,0,0,1,22,3,2,15,50,7
6,0.160455465,77,13,0,0,1,22,3,2,16,51,4
6,-0.004265785,77,14,0,1,0,22,3,2,17,52,7
6,-0.125111282,77,14,0,1,0,22,3,2,18,53,10
6,0.014672041,77,14,0,0,1,22,3,2,19,54,7
6,0.167955637,77,14,0,0,1,22,3,2,20,55,4
6,-0.000328302,102,15,1,0,0,22,4,2,1,56,7
6,-0.135330141,102,15,0,1,0,22,4,2,2,57,10
6,0.006890774,102,15,0,0,1,22,4,2,3,58,7
6,0.169174433,102,15,0,0,1,22,4,2,4,59,4
6,0.004734278,102,16,0,1,0,22,4,2,5,60,7
6,-0.127642572,102,16,0,1,0,22,4,2,6,61,10
6,0.014672041,102,16,0,0,1,22,4,2,7,62,7
6,0.173768163,102,16,0,0,1,22,4,2,8,63,4
6,0.006797075,102,17,0,1,0,22,4,2,9,64,7
6,-0.123611212,102,17,0,1,0,22,4,2,10,65,10
6,0.020390868,102,17,0,0,1,22,4,2,11,66,7
6,0.172643065,102,17,0,0,1,22,4,2,12,67,4
6,-0.001640797,102,18,0,1,0,22,4,2,13,68,7
6,-0.125298858,102,18,0,1,0,22,4,2,14,69,10
6,0.016359687,102,18,0,0,1,22,4,2,15,70,7
6,0.160455465,102,18,0,0,1,22,4,2,16,71,4
6,-0.004265785,102,19,0,1,0,22,4,2,17,72,7
6,-0.125111282,102,19,0,1,0,22,4,2,18,73,10
6,0.014672041,102,19,0,0,1,22,4,2,19,74,7
6,0.167955637,102,19,0,0,1,22,4,2,20,75,4
6,0.012422204,102,20,1,0,0,22,5,2,1,76,7
6,-0.114329875,102,20,0,1,0,22,5,2,2,77,10
6,0.016265988,102,20,0,0,1,22,5,2,3,78,7
6,0.164955497,102,20,0,0,1,22,5,2,4,79,4
6,0.009328365,102,21,0,1,0,22,5,2,5,80,7
6,-0.111236036,102,21,0,1,0,22,5,2,6,81,10
6,0.01523459,102,21,0,0,1,22,5,2,7,82,7
6,0.163361907,102,21,0,0,1,22,5,2,8,83,4
6,0.010265708,102,22,0,1,0,22,5,2,9,84,7
6,-0.108611047,102,22,0,1,0,22,5,2,10,85,10
6,0.015515685,102,22,0,0,1,22,5,2,11,86,7
6,0.160455465,102,22,0,0,1,22,5,2,12,87,4
6,0.007828116,102,23,0,1,0,22,5,2,13,88,7
6,-0.110579789,102,23,0,1,0,22,5,2,14,89,10
6,0.006609321,102,23,0,0,1,22,5,2,15,90,7
6,0.16776824,102,23,0,0,1,22,5,2,16,91,4
6,0.000890493,102,24,0,1,0,22,5,2,17,92,7
6,-0.120329976,102,24,0,1,0,22,5,2,18,93,10
6,0.005953074,102,24,0,0,1,22,5,2,19,94,7
6,0.114704847,102,24,0,0,1,22,5,2,20,95,4
6,-0.003234386,102,25,1,0,0,22,6,2,1,96,7
6,-0.106829703,102,25,0,1,0,22,6,2,2,97,10
6,0.016828179,102,25,0,0,1,22,6,2,3,98,7
6,0.16429925,102,25,0,0,1,22,6,2,4,99,4
6,0.006797075,102,26,0,1,0,22,6,2,5,100,7
6,-0.101204753,102,26,0,1,0,22,6,2,6,101,10
6,0.020578265,102,26,0,0,1,22,6,2,7,102,7
6,0.16176796,102,26,0,0,1,22,6,2,8,103,4
6,0.004453182,102,27,0,1,0,22,6,2,9,104,7
6,-0.104485989,102,27,0,1,0,22,6,2,10,105,10
6,0.016922235,102,27,0,0,1,22,6,2,11,106,7
6,0.163455606,102,27,0,0,1,22,6,2,12,107,4
6,0.008859515,102,28,0,1,0,22,6,2,13,108,7
6,-0.100267231,102,28,0,1,0,22,6,2,14,109,10
6,0.016828179,102,28,0,0,1,22,6,2,15,110,7
6,0.161674261,102,28,0,0,1,22,6,2,16,111,4
6,0.010359406,102,29,0,1,0,22,6,2,17,112,7
6,-0.099517107,102,29,0,1,0,22,6,2,18,113,10
6,0.02076602,102,29,0,0,1,22,6,2,19,114,7
6,0.162893057,102,29,0,0,1,22,6,2,20,115,4
7,-0.054703832,2,1,1,0,0,22,1,1,1,1,7
7,-0.182862282,2,1,0,1,0,22,1,1,2,2,10
7,-0.049453855,2,1,0,0,1,22,1,1,3,3,7
7,0.107767224,2,1,0,0,1,22,1,1,4,4,4
7,-0.056860328,2,2,0,1,0,22,1,1,5,5,7
7,-0.187737286,2,2,0,1,0,22,1,1,6,6,10
7,-0.055360079,2,2,0,0,1,22,1,1,7,7,7
7,0.108329773,2,2,0,0,1,22,1,1,8,8,4
7,-0.05526638,2,3,0,1,0,22,1,1,9,9,7
7,-0.185768545,2,3,0,1,0,22,1,1,10,10,10
7,-0.049453855,2,3,0,0,1,22,1,1,11,11,7
7,0.099610806,2,3,0,0,1,22,1,1,12,12,4
7,-0.046360016,2,4,0,1,0,22,1,1,13,13,7
7,-0.1778934,2,4,0,1,0,22,1,1,14,14,10
7,-0.043266177,2,4,0,0,1,22,1,1,15,15,7
7,0.022641063,5,5,1,0,0,22,2,1,1,16,7
7,-0.092860758,5,5,0,1,0,22,2,1,2,17,10
7,0.027609944,5,5,0,0,1,22,2,1,3,18,7
7,0.187268615,5,5,0,0,1,22,2,1,4,19,4
7,0.028547287,5,6,0,1,0,22,2,1,5,20,7
7,-0.097360969,5,6,0,1,0,22,2,1,6,21,10
7,0.017015934,5,6,0,0,1,22,2,1,7,22,7
7,0.182206035,5,6,0,0,1,22,2,1,8,23,4
7,0.026765943,5,7,0,1,0,22,2,1,9,24,7
7,-0.097454667,5,7,0,1,0,22,2,1,10,25,10
7,0.019359469,5,7,0,0,1,22,2,1,11,26,7
7,0.181362033,5,7,0,0,1,22,2,1,12,27,4
7,0.028547287,5,7,0,1,0,22,2,1,13,28,7
7,-0.006140828,68,8,1,0,0,22,3,1,1,29,7
7,-0.134205222,68,8,0,1,0,22,3,1,2,30,10
7,-4.68E-05,68,8,0,0,1,22,3,1,3,31,7
7,0.165799499,68,8,0,0,1,22,3,1,4,32,4
7,-0.003328085,68,9,0,1,0,22,3,1,5,33,7
7,-0.129423916,68,9,0,1,0,22,3,1,6,34,10
7,-0.002765536,68,9,0,0,1,22,3,1,7,35,7
7,0.157361627,68,9,0,0,1,22,3,1,8,36,4
7,-0.000234246,68,10,0,1,0,22,3,1,9,37,7
7,-0.126611352,68,10,0,1,0,22,3,1,10,38,10
7,-0.002015591,68,10,0,0,1,22,3,1,11,39,7
7,0.154830337,68,10,0,0,1,22,3,1,12,40,4
7,-0.001547098,68,11,0,1,0,22,3,1,13,41,7
7,-0.118267536,68,11,0,1,0,22,3,1,14,42,10
7,0.001921892,68,11,0,0,1,22,3,1,15,43,7
7,0.146299124,68,11,0,0,1,22,3,1,16,44,4
7,-0.002859592,68,12,0,1,0,22,3,1,17,45,7
7,-0.114892423,68,12,0,1,0,22,3,1,18,46,10
7,0.006703377,68,12,0,0,1,22,3,1,19,47,7
7,0.145642877,68,12,0,0,1,22,3,1,20,48,4
7,-0.006140828,70,13,1,0,0,22,4,1,1,49,7
7,-0.134205222,70,13,0,1,0,22,4,1,2,50,10
7,-4.68E-05,70,13,0,0,1,22,4,1,3,51,7
7,0.165799499,70,13,0,0,1,22,4,1,4,52,4
7,-0.003328085,70,14,0,1,0,22,4,1,5,53,7
7,-0.129423916,70,14,0,1,0,22,4,1,6,54,10
7,-0.002765536,70,14,0,0,1,22,4,1,7,55,7
7,0.157361627,70,14,0,0,1,22,4,1,8,56,4
7,-0.000234246,70,15,0,1,0,22,4,1,9,57,7
7,-0.126611352,70,15,0,1,0,22,4,1,10,58,10
7,-0.002015591,70,15,0,0,1,22,4,1,11,59,7
7,0.154830337,70,15,0,0,1,22,4,1,12,60,4
7,-0.001547098,70,16,0,1,0,22,4,1,13,61,7
7,-0.118267536,70,16,0,1,0,22,4,1,14,62,10
7,0.001921892,70,16,0,0,1,22,4,1,15,63,7
7,0.146299124,70,16,0,0,1,22,4,1,16,64,4
7,-0.002859592,70,17,0,1,0,22,4,1,17,65,7
7,-0.114892423,70,17,0,1,0,22,4,1,18,66,10
7,0.006703377,70,17,0,0,1,22,4,1,19,67,7
7,0.145642877,70,17,0,0,1,22,4,1,20,68,4
7,-0.006140828,102,18,1,0,0,22,5,1,1,69,7
7,-0.134205222,102,18,0,1,0,22,5,1,2,70,10
7,-4.68E-05,102,18,0,0,1,22,5,1,3,71,7
7,0.165799499,102,18,0,0,1,22,5,1,4,72,4
7,-0.003328085,102,19,0,1,0,22,5,1,5,73,7
7,-0.129423916,102,19,0,1,0,22,5,1,6,74,10
7,-0.002765536,102,19,0,0,1,22,5,1,7,75,7
7,0.157361627,102,19,0,0,1,22,5,1,8,76,4
7,-0.000234246,102,20,0,1,0,22,5,1,9,77,7
7,-0.126611352,102,20,0,1,0,22,5,1,10,78,10
7,-0.002015591,102,20,0,0,1,22,5,1,11,79,7
7,0.154830337,102,20,0,0,1,22,5,1,12,80,4
7,-0.001547098,102,21,0,1,0,22,5,1,13,81,7
7,-0.118267536,102,21,0,1,0,22,5,1,14,82,10
7,0.001921892,102,21,0,0,1,22,5,1,15,83,7
7,0.146299124,102,21,0,0,1,22,5,1,16,84,4
7,-0.002859592,102,22,0,1,0,22,5,1,17,85,7
7,-0.114892423,102,22,0,1,0,22,5,1,18,86,10
7,0.006703377,102,22,0,0,1,22,5,1,19,87,7
7,0.145642877,102,22,0,0,1,22,5,1,20,88,4
7,-0.010453463,2,1,1,0,0,22,1,2,1,1,7
7,-0.142361641,2,1,0,1,0,22,1,2,2,2,10
7,-0.013453245,2,1,0,0,1,22,1,2,3,3,7
7,0.150424004,2,1,0,0,1,22,1,2,4,4,4
7,-0.016359687,2,2,0,1,0,22,1,2,5,5,7
7,-0.148455441,2,2,0,1,0,22,1,2,6,6,10
7,-0.016359687,2,2,0,0,1,22,1,2,7,7,7
7,0.150142908,2,2,0,0,1,22,1,2,8,8,4
7,-0.009515762,2,3,0,1,0,22,1,2,9,9,7
7,-0.142642915,2,3,0,1,0,22,1,2,10,10,10
7,-0.010359406,2,3,0,0,1,22,1,2,11,11,7
7,0.153330445,2,3,0,0,1,22,1,2,12,12,4
7,-0.003234386,2,4,0,1,0,22,1,2,13,13,7
7,-0.136923909,2,4,0,1,0,22,1,2,14,14,10
7,-0.002203345,2,4,0,0,1,22,1,2,15,15,7
7,0.007265568,70,5,1,0,0,22,2,2,1,16,7
7,-0.151924253,70,5,0,1,0,22,2,2,2,17,10
7,-0.013641,70,5,0,0,1,22,2,2,3,18,7
7,0.144142628,70,5,0,0,1,22,2,2,4,19,4
7,-0.017109632,70,6,0,1,0,22,2,2,5,20,7
7,-0.163080633,70,6,0,1,0,22,2,2,6,21,10
7,-0.02882874,70,6,0,0,1,22,2,2,7,22,7
7,0.128955245,70,6,0,0,1,22,2,2,8,23,4
7,-0.044672728,70,7,0,1,0,22,2,2,9,24,7
7,-0.180330992,70,7,0,1,0,22,2,2,10,25,10
7,-0.045516372,70,7,0,0,1,22,2,2,11,26,7
7,0.101767302,70,7,0,0,1,22,2,2,12,27,4
7,-0.061547756,70,8,0,1,0,22,2,2,13,28,7
7,-0.191487372,70,8,0,1,0,22,2,2,14,29,10
7,-0.037735105,70,8,0,0,1,22,2,2,15,30,7
7,0.106361032,70,8,0,0,1,22,2,2,16,31,4
7,-0.064266801,70,9,0,1,0,22,2,2,17,32,7
7,-0.184737146,70,9,0,1,0,22,2,2,18,33,10
7,-0.051235199,70,9,0,0,1,22,2,2,19,34,7
7,0.09839201,70,9,0,0,1,22,2,2,20,35,4
7,-0.000609398,77,10,1,0,0,22,3,2,1,36,7
7,-0.135236442,77,10,0,1,0,22,3,2,2,37,10
7,0.007078171,77,10,0,0,1,22,3,2,3,38,7
7,0.169174433,77,10,0,0,1,22,3,2,4,39,4
7,0.004546881,77,11,0,1,0,22,3,2,5,40,7
7,-0.127548873,77,11,0,1,0,22,3,2,6,41,10
7,0.014578342,77,11,0,0,1,22,3,2,7,42,7
7,0.173768163,77,11,0,0,1,22,3,2,8,43,4
7,0.006609321,77,12,0,1,0,22,3,2,9,44,7
7,-0.123330116,77,12,0,1,0,22,3,2,10,45,10
7,0.020203471,77,12,0,0,1,22,3,2,11,46,7
7,0.172549367,77,12,0,0,1,22,3,2,12,47,4
7,-0.001640797,77,13,0,1,0,22,3,2,13,48,7
7,-0.124830008,77,13,0,1,0,22,3,2,14,49,10
7,0.016359687,77,13,0,0,1,22,3,2,15,50,7
7,0.160455465,77,13,0,0,1,22,3,2,16,51,4
7,-0.004546881,77,14,0,1,0,22,3,2,17,52,7
7,-0.124830008,77,14,0,1,0,22,3,2,18,53,10
7,0.014484644,77,14,0,0,1,22,3,2,19,54,7
7,0.167861938,77,14,0,0,1,22,3,2,20,55,4
7,-0.000609398,102,15,1,0,0,22,4,2,1,56,7
7,-0.135236442,102,15,0,1,0,22,4,2,2,57,10
7,0.007078171,102,15,0,0,1,22,4,2,3,58,7
7,0.169174433,102,15,0,0,1,22,4,2,4,59,4
7,0.004546881,102,16,0,1,0,22,4,2,5,60,7
7,-0.127548873,102,16,0,1,0,22,4,2,6,61,10
7,0.014578342,102,16,0,0,1,22,4,2,7,62,7
7,0.173768163,102,16,0,0,1,22,4,2,8,63,4
7,0.006609321,102,17,0,1,0,22,4,2,9,64,7
7,-0.123330116,102,17,0,1,0,22,4,2,10,65,10
7,0.020203471,102,17,0,0,1,22,4,2,11,66,7
7,0.172549367,102,17,0,0,1,22,4,2,12,67,4
7,-0.001640797,102,18,0,1,0,22,4,2,13,68,7
